ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 22:00', 'BE', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 22:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 22:00', 'FR', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 22:00', 'NL', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 23:00', 'AT', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 23:00', 'BE', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 23:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 23:00', 'FR', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 23:00', 'NL', '').
*** 2020-12-20 22:32:21,519 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 00:00', 'AT', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 00:00', 'BE', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 00:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 00:00', 'FR', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 00:00', 'NL', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-02 01:00', 'AT', '').
*** 2020-12-20 22:32:21,520 - file_operations.py: ***
